id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,no_hashtag
1496978573697196035,1496978573697196035,1645742479000.0,2022-02-24 14:41:19,-700,,If we told the #TruckerConvoy2022 that Ukraine is Ontario or Alberta would they drive there and protect our freedoms on that border?,en,['truckerconvoy2022'],[],1386478725395591170,1386478725395591170,_socialanimals_,socialanimalspodcast,4,14,https://twitter.com/_socialanimals_/status/1496978573697196035,[],[],0,,False,6,0,0,,#TruckerConvoy2022,,,,,,,[],,,,,If we told the  that Ukraine is Ontario or Alberta would they drive there and protect our freedoms on that border?
1496977757934440448,1496977757934440448,1645742284000.0,2022-02-24 14:38:04,-700,,Gonna tell my kids this was the original #TruckerConvoy2022. @JustinTrudeau is the t-Rex pictured in the back (obviously).  https://t.co/8tK8mH2KkX,en,['truckerconvoy2022'],[],116969224,116969224,Jo_Lately,"Joana McFadden, EM｜Communications｜Research",4,14,https://twitter.com/Jo_Lately/status/1496977757934440448,[],['https://pbs.twimg.com/media/FMZVVEQXwAAlfOM.jpg'],1,https://pbs.twimg.com/media/FMZVVEQXwAAlfOM.jpg,False,0,0,0,,#TruckerConvoy2022,,,,,,,[],,,,,Gonna tell my kids this was the original .  is the t-Rex pictured in the back (obviously).  
1496977712485117952,1496977712485117952,1645742273000.0,2022-02-24 14:37:53,-700,,🇺🇸USA People Convoy! Lake Havasu AZ exit. 6 miles long. #freedomConvoyUSA2022 #TruckerConvoy2022 #ConvoyForFreedom2022  https://t.co/wRhJdtpwkD,en,"['freedomconvoyusa2022', 'truckerconvoy2022', 'convoyforfreedom2022']",[],1457228623035912192,1457228623035912192,baldwin_jet,NO WAR,4,14,https://twitter.com/baldwin_jet/status/1496977712485117952,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1496977676292272128/pu/img/5FnE6O1VFtJ3jnNN.jpg,False,25,4,10,,#TruckerConvoy2022,,,,,,,[],,,,,🇺🇸USA People Convoy! Lake Havasu AZ exit. 6 miles long.     
1496973178584789010,1496973178584789010,1645741192000.0,2022-02-24 14:19:52,-700,,#TruckerConvoy2022 Take note. You have no idea what it’s really like to live under a dictator with very little freedom. STFU and do your job.,en,['truckerconvoy2022'],[],107156426,107156426,Barkingskwerl,Barking Squirrel 🐿🏳️‍🌈👩🏻‍🦰🌻🍕🇺🇸🇨🇦🇺🇦,4,14,https://twitter.com/Barkingskwerl/status/1496973178584789010,[],[],0,,False,2,0,0,https://twitter.com/mhdksafa/status/1496954652012781569,#TruckerConvoy2022,,,,,,,[],,,,, Take note. You have no idea what it’s really like to live under a dictator with very little freedom. STFU and do your job.
1496971961523748868,1496971961523748868,1645740902000.0,2022-02-24 14:15:02,-700,,Draconian Doug Ford’s Ontario Ministry of Transportation just shut down 39 trucking companies for participating in the protests. I can't wait to get this moron out of office! @fordnation #FordFailedThePeople #VoteFordOut2022 #TruckerConvoy2022 #DougFord #FordsTryanny #Criminal,en,"['fordfailedthepeople', 'votefordout2022', 'truckerconvoy2022', 'dougford', 'fordstryanny', 'criminal']",[],1441652964750336007,1441652964750336007,Abbey_SinClaire,Abbey SinClaire,4,14,https://twitter.com/Abbey_SinClaire/status/1496971961523748868,[],[],0,,False,1,0,0,,#TruckerConvoy2022,,,,,,,[],,,,,Draconian Doug Ford’s Ontario Ministry of Transportation just shut down 39 trucking companies for participating in the protests. I can't wait to get this moron out of office!       
1496971651237376020,1496971651237376020,1645740828000.0,2022-02-24 14:13:48,-700,,#TruckerConvoy2022 heads for DC as Pentagon OKs request to deploy National Guard @CarlaChamorros  @pwafork @BristolComSense   https://t.co/m14W7Nj6CY via @nypost,en,['truckerconvoy2022'],[],1018422037,1018422037,ProfitDoctor_,profitdoctor_,4,14,https://twitter.com/ProfitDoctor_/status/1496971651237376020,['https://nypost.com/2022/02/23/trucker-convoy-heads-for-dc-as-pentagon-oks-request-to-deploy-national-guard/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons'],[],0,,False,1,0,1,,#TruckerConvoy2022,,,,,,,[],,,,, heads for DC as Pentagon OKs request to deploy National Guard        via 
1496971598574014466,1496971598574014466,1645740816000.0,2022-02-24 14:13:36,-700,,"If #Putin really were a dictator, would his own people be allowed to protest him?  But yeah -some truckers with music, free food, and bouncy houses are a threat. #IStandWithCanadianTruckers #FreedomConvoyCanada2022 #TruckersForFreedom2022 #TruckerConvoy2022 #BlackfaceHiltler  https://t.co/N6zpBKUw4b",en,"['putin', 'istandwithcanadiantruckers', 'freedomconvoycanada2022', 'truckersforfreedom2022', 'truckerconvoy2022', 'blackfacehiltler']",[],1031342782017953793,1031342782017953793,WinstonWalenski,Doctor 🌹🍊 President-Elect Walenski Honk-Honk,4,14,https://twitter.com/WinstonWalenski/status/1496971598574014466,[],['https://pbs.twimg.com/media/FMZPMS_WQAQTluZ.png'],1,https://pbs.twimg.com/media/FMZPMS_WQAQTluZ.png,False,2,0,0,,#TruckerConvoy2022,,,,,,,[],,,,,"If  really were a dictator, would his own people be allowed to protest him?  But yeah -some truckers with music, free food, and bouncy houses are a threat.       "
1496971514876473346,1496971514876473346,1645740796000.0,2022-02-24 14:13:16,-700,,This is what Canadians were treated like and felt like when protesting for something valid. @JustinTrudeau treats his people like Putin does.   #TruckerConvoy2022 #FreedomConvoy #FreedomConvoyCanada  #FreeCanada  #TrudeauFailedCanada  #CanadaTruckers  #TruckersForFreedom2022,en,"['truckerconvoy2022', 'freedomconvoy', 'freedomconvoycanada', 'freecanada', 'trudeaufailedcanada', 'canadatruckers', 'truckersforfreedom2022']",[],61358417,61358417,Shayna620,Shayna,4,14,https://twitter.com/Shayna620/status/1496971514876473346,[],[],0,,False,2,0,1,https://twitter.com/TheInsiderPaper/status/1496887251711713280,#TruckerConvoy2022,,,,,,,[],,,,,This is what Canadians were treated like and felt like when protesting for something valid.  treats his people like Putin does.             
1496970605664608259,1496970605664608259,1645740579000.0,2022-02-24 14:09:39,-700,,I hope the trucker convoy protestors that held downtown Ottawa under siege are reading this one and realizing just how much freedom they really have. #TruckerConvoy2022 #TruckersForFreedom  #Canada #OttawaSiege      https://t.co/LBGykcjmLp,en,"['truckerconvoy2022', 'truckersforfreedom', 'canada', 'ottawasiege']",[],267430621,267430621,DJPower007,PolarPrince,4,14,https://twitter.com/DJPower007/status/1496970605664608259,['https://www.cbc.ca/news/world/russia-protest-arrests-1.6362938'],[],0,,False,4,2,0,,#TruckerConvoy2022,,,,,,,[],,,,,I hope the trucker convoy protestors that held downtown Ottawa under siege are reading this one and realizing just how much freedom they really have.           
1496969732565749764,1496969096142876686,1645740371000.0,2022-02-24 14:06:11,-700,,"#PeoplesConvoy #FreedomConvoy #TruckerConvoy2022 2) Any blockage by the People's Convoy is METAPHOR for the far worse econ, physical, and mental harms caused by overzealous mandates. 3) They should REMOVE MANDATES TO STRENGTHEN OUR OVERALL PREPAREDNESS AGAINST POTENTIAL CONFLICT.",en,"['peoplesconvoy', 'freedomconvoy', 'truckerconvoy2022']",[],1281613672255762433,1281613672255762433,suburbancontra1,Winston WordsSmith,4,14,https://twitter.com/suburbancontra1/status/1496969732565749764,[],[],0,,False,0,0,0,,#TruckerConvoy2022,,,,,,,[],,,,,"   2) Any blockage by the People's Convoy is METAPHOR for the far worse econ, physical, and mental harms caused by overzealous mandates. 3) They should REMOVE MANDATES TO STRENGTHEN OUR OVERALL PREPAREDNESS AGAINST POTENTIAL CONFLICT."
